1,929	1,966	1,976	1,966
1,929	1,966	1,976	1,966
1,929	1,966	1,976	1,966
1,929	1,966	1,976	1,966
1,929	1,966	1,976	1,966
1,929	1,966	1,976	1,966
0,964	0,983	0,993	0,983
0,000	0,000	0,009	0,000
0,000	0,000	0,815	0,000
0,000	0,000	0,815	0,000
0,000	0,000	0,815	0,000
0,000	0,000	0,815	0,000
0,000	0,009	0,815	0,009
0,000	0,009	0,815	0,009
0,000	0,009	0,805	0,009
0,000	0,009	0,805	0,009
0,000	0,009	0,805	0,009
0,000	0,009	0,805	0,009
0,000	0,009	0,805	0,009
0,815	0,871	1,667	0,871
0,815	0,871	1,667	0,871
0,815	0,871	1,667	0,871
1,433	1,545	2,341	1,545
2,051	2,219	2,210	2,219
2,051	2,219	2,210	2,219
2,051	2,219	2,210	2,219
2,669	2,893	2,884	2,893
2,669	2,884	2,884	2,884
2,669	2,884	2,884	2,884
2,669	2,884	2,884	2,884
3,287	3,558	2,884	3,558
3,287	3,558	2,884	3,558
3,287	3,558	2,884	3,558
3,904	4,232	3,558	4,232
3,090	3,371	2,697	3,371
3,090	3,371	2,697	3,371
3,708	4,045	3,371	4,045
3,090	3,371	2,697	3,371
2,472	2,697	2,022	2,697
2,472	2,697	2,022	2,697
2,472	2,697	2,022	2,697
1,854	2,022	1,348	2,022
1,854	2,022	1,348	2,022
1,854	2,022	1,348	2,022
1,854	2,022	1,348	2,022
1,236	1,348	1,348	1,348
1,236	1,348	1,348	1,348
1,236	1,348	1,348	1,348
0,618	0,674	0,674	0,674
0,618	0,674	0,674	0,674
1,133	1,236	1,086	1,236
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
0,515	0,562	0,412	0,562
1,030	1,124	0,974	1,124
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,515	0,562	0,562	0,562
0,618	0,693	0,562	0,693
0,618	0,693	0,562	0,693
0,618	0,693	0,562	0,693
0,618	0,693	0,562	0,693
0,618	0,693	0,562	0,693
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,103	0,131	0,000	0,131
0,412	0,440	1,152	0,440
0,412	0,440	1,152	0,440
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,309	0,309	1,152	0,309
0,000	0,000	0,000	0,000
0,000	0,000	0,000	0,000
0,000	0,000	0,000	0,000
