0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
5,126	0,000
7,037	0,000
8,792	0,000
13,862	0,000
19,087	0,000
23,947	0,000
29,171	0,000
34,396	0,000
39,621	0,000
44,438	0,028
44,129	0,056
47,037	0,084
50,098	0,112
49,846	0,140
47,514	3,343
45,295	5,899
45,126	11,081
44,846	16,180
44,565	21,278
44,691	26,348
44,677	31,559
41,362	33,258
38,048	34,958
35,281	36,882
35,674	37,037
36,096	37,177
35,758	31,994
31,278	27,360
32,205	22,261
32,528	22,317
32,697	17,079
36,166	15,351
39,846	13,638
43,020	11,685
44,803	8,329
46,643	5,632
46,980	5,632
51,840	5,169
51,531	5,169
50,730	0,014
50,632	0,014
46,882	1,306
41,966	1,531
37,008	1,770
32,205	2,008
31,461	2,008
30,562	2,008
30,267	2,008
29,775	2,008
27,921	4,565
25,449	7,065
29,143	10,478
32,261	13,469
35,379	16,461
38,876	20,084
37,219	22,261
35,562	24,438
33,034	26,615
32,851	31,882
35,140	34,382
35,197	33,961
35,267	29,284
36,868	26,081
38,385	22,879
38,806	23,048
40,492	24,902
42,177	26,756
41,840	24,579
39,115	19,312
36,376	14,256
36,081	14,775
33,258	17,346
30,435	19,916
27,697	22,486
27,963	23,539
28,230	24,593
28,497	25,646
30,295	29,691
32,093	33,736
31,713	35,379
31,334	34,424
30,955	33,469
30,576	32,514
30,197	31,559
27,528	28,118
24,860	24,677
21,362	20,632
19,986	19,101
18,610	17,570
19,410	18,441
20,969	19,705
24,059	23,006
24,579	23,778
25,098	24,551
25,618	25,323
26,938	26,770
29,087	28,820
29,607	29,396
31,966	32,219
33,301	33,511
33,876	34,410
32,921	33,272
35,744	36,166
38,230	33,806
41,053	36,517
43,076	38,553
45,098	40,590
47,051	42,711
46,868	42,472
46,419	41,938
45,618	41,433
45,492	37,626
41,208	33,216
37,261	34,059
37,093	28,947
32,823	24,803
32,388	24,593
30,042	21,615
27,992	18,750
27,233	17,711
25,365	15,660
22,725	16,784
24,003	18,244
25,281	19,705
22,444	22,051
23,708	23,427
23,553	23,104
25,379	25,463
25,843	26,433
26,306	27,402
27,514	28,399
28,820	29,522
29,157	29,410
29,494	29,298
29,593	29,382
29,691	29,466
30,056	34,705
25,969	30,716
23,244	28,118
25,407	24,916
28,287	22,669
31,166	20,421
33,694	23,399
36,222	26,376
37,065	27,346
38,890	28,919
38,764	19,143
41,292	21,756
43,820	24,368
41,461	27,584
39,101	30,801
36,742	34,017
33,961	31,053
31,180	28,090
30,323	26,938
26,278	22,921
21,503	22,865
23,525	24,691
20,548	21,475
19,354	20,056
19,368	19,958
17,921	18,511
17,247	17,753
16,573	16,994
15,899	16,236
17,430	17,739
18,961	19,242
15,463	15,562
20,702	20,744
24,157	24,129
26,348	25,983
30,000	29,185
33,652	32,654
34,649	34,059
35,646	35,463
38,919	39,129
41,882	37,626
45,857	36,264
47,879	31,081
47,654	25,927
43,272	20,955
38,890	15,983
38,146	15,435
37,598	14,438
37,514	14,101
37,486	8,933
38,202	8,933
32,725	8,933
25,463	8,933
20,449	8,904
19,649	8,904
18,848	8,904
14,410	4,480
12,430	2,570
9,986	0,000
5,211	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
5,239	5,309
5,449	5,309
5,534	5,309
5,534	5,309
5,534	5,309
5,534	5,309
5,534	5,309
5,534	5,309
5,534	5,309
5,534	5,309
0,295	0,000
0,084	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,014	0,000
0,000	0,000
0,000	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,042	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,070	0,000
0,070	0,000
0,070	0,000
0,070	0,000
0,070	0,000
0,070	0,000
0,997	1,011
0,997	1,011
0,997	1,011
0,997	1,011
0,927	1,011
0,927	1,011
0,927	1,011
0,927	1,011
0,927	1,011
0,927	1,011
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,730	0,829
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
0,000	0,000
5,969	0,000
10,899	0,000
15,801	5,225
20,702	10,449
20,702	10,449
20,702	10,449
21,166	10,913
21,629	11,376
22,093	11,840
24,213	13,961
18,890	14,761
14,607	15,562
9,705	10,337
6,447	6,840
10,323	10,815
14,199	14,789
14,649	15,197
15,098	15,604
18,146	18,933
17,992	18,441
19,312	19,270
20,632	20,098
22,669	21,798
25,885	25,281
26,868	26,517
28,118	27,514
29,593	29,157
31,067	30,801
29,944	29,522
30,112	29,986
30,281	30,449
30,449	30,913
30,548	31,306
27,823	28,188
25,098	25,070
22,107	22,191
25,225	24,916
24,972	25,028
24,719	25,140
24,719	25,674
27,346	28,483
