11,835	0,000	0,000	0,000
15,047	0,000	0,000	0,000
1,779	0,000	0,000	0,000
0,000	0,000	0,000	0,000
0,075	0,000	0,000	0,000
0,000	0,000	0,000	0,000
0,009	0,000	0,000	0,000
0,009	0,000	0,000	0,000
0,140	0,000	0,000	0,000
0,908	0,000	0,000	0,000
2,051	0,000	0,000	0,000
3,605	0,000	0,000	0,000
3,024	0,000	11,919	0,000
29,934	0,000	8,886	0,000
37,163	15,955	6,376	15,955
34,719	26,470	9,569	9,569
47,275	22,912	2,603	2,603
46,236	38,268	3,380	3,380
41,713	33,333	3,305	3,305
41,021	14,419	0,000	0,000
43,717	27,903	0,000	0,000
44,728	11,938	0,000	0,000
43,642	17,107	0,506	0,506
46,545	7,247	0,000	0,000
51,011	4,841	0,000	4,841
47,678	2,172	0,000	2,172
47,856	0,037	0,000	0,037
45,871	4,017	0,009	4,017
37,163	18,848	2,266	18,848
39,663	8,539	0,000	0,000
40,478	17,219	0,000	0,000
43,558	6,264	0,009	0,009
47,612	0,037	0,000	0,037
45,084	6,779	0,028	6,779
48,727	4,981	0,000	4,981
51,751	2,013	3,493	2,013
47,397	9,916	6,938	9,916
51,901	5,468	3,446	5,468
48,333	3,361	0,000	3,361
45,927	3,315	0,000	3,315
42,144	3,315	0,000	3,315
45,599	0,019	0,000	0,019
51,760	2,837	0,028	2,837
51,105	12,369	0,028	12,369
42,294	4,045	3,483	3,483
36,639	19,513	0,037	0,037
