32,097
32,463
32,200
31,929
32,097
29,625
25,684
26,049
27,425
29,597
29,382
29,719
29,438
31,948
33,652
33,933
30,993
31,170
31,067
33,174
34,560
36,039
38,801
38,876
39,120
40,740
42,463
41,451
42,659
39,316
37,509
36,311
34,045
32,912
29,504
27,303
24,522
21,161
17,659
14,354
11,948
6,592
4,569
0,019
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,234
0,234
0,234
0,234
0,234
0,234
0,234
0,655
0,655
0,655
0,655
0,655
0,655
0,655
0,655
0,421
0,421
0,421
0,421
0,421
0,421
0,421
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
0,000
